Folder Name,H2S_uptake capacity  [mol/kg]
DB5-hypotheticalMOF_5035843_1_1_1_18_17_7_repeat,16.89878
DB0-m2_o4_o4_f0_nbo.sym.77_repeat,37.8401
DB0-m3_o1_o16_f0_pcu.sym.66_repeat,20.67887
DB0-m29_o82_o470_f0_pts.sym.67_repeat,21.97252
DB12-REYBAA_clean_repeat,3.06132
DB0-m3_o2_o23_f0_pcu.sym.72_repeat,41.16012
DB5-hypotheticalMOF_5013134_2_1_0_20_18_5_repeat,33.6435
DB0-m9_o1_o19_f0_sra.sym.24_repeat,17.25446
DB0-m3_o6_o20_f0_nbo.sym.63_repeat,45.78856
DB1-Cu2O8-irmof12_A-irmof16_A_No9_repeat,64.56723
DB0-m2_o17_o22_f0_nbo.sym.165_repeat,50.65835
DB0-m3_o115_o23_f0_fsc.sym.24_repeat,39.37117
DB5-hypotheticalMOF_20340_1_1_1_1_25_0_repeat,12.70025
DB0-m3_o14_o19_f0_nbo.sym.24_repeat,46.05533
DB1-MIL47V-DABCO_B-DPAC_B_No1_repeat,14.87393
DB0-m3_o1500_o20_f0_fsc.sym.34_repeat,21.34987
DB0-m3_o27_crb_repeat,94.7712
DB0-m2_o3_o4_f0_pcu.sym.64_repeat,41.13777
DB13-hxg-Syn036186_repeat,34.11923
DB5-hypotheticalMOF_5070659_1_1_2_3_18_2_repeat,2.911885
DB0-m3_o420_o6_f0_fsc.sym.4_repeat,19.16855
DB0-m3_o14_o20_f0_pcu.sym.81_repeat,26.98621
DB1-MIL47V-ADC_B-irmof20_B_No346_repeat,16.88452
DB0-m3_o8_o29_f0_pcu.sym.86_repeat,53.47785
DB6-cuf_10901_repeat,21.16315
DB0-m5_o34_o34_f0_flu.sym.36_repeat,25.19191
DB0-m3_o2_o12_f0_pcu.sym.87_repeat,22.17703
DB5-hypotheticalMOF_5008813_3_1_0_15_18_5_repeat,40.80071
DB0-m9_o18_o25_f0_sra.sym.43_repeat,24.32862
DB0-m3_o39_o39_f0_fof.sym.4_repeat,17.95517
DB1-Al2O6-ADC_B-DPAC_B_No260_repeat,43.68917
DB0-m3_o1500_o13_f0_fsc.sym.6_repeat,16.75846
DB0-m2_o17_o22_f0_pcu.sym.85_repeat,21.72261
DB0-m3_o155_o109_f0_fsc.sym.4_repeat,20.95003
DB0-m3_o51_o156_f0_fsc.sym.48_repeat,12.94856
DB0-m3_o6_o25_f0_pcu.sym.33_repeat,77.98461
DB0-m3_o4_o8_f0_pcu.sym.5_repeat,26.54268
DB1-MIL47V-irmof16_B-irmof20_B_No145_repeat,13.8779
DB0-m3_o6_o18_f0_pcu.sym.16_repeat,61.53095
DB0-m29_o91_o147_f0_pts.sym.17_repeat,21.47502
DB0-m3_o15_o19_f0_nbo.sym.64_repeat,22.6736
DB0-m3_o156_o1510_f0_fsc.sym.5_repeat,26.94003
DB0-m3_o18_o151_f0_fsc.sym.29_repeat,18.22651
DB0-m3_o1_o145_f0_fsc.sym.3_repeat,13.86599
DB5-hypotheticalMOF_28637_1_0_2_21_2_6_repeat,25.41232
DB0-m2_o11_o13_f0_pcu.sym.41_repeat,15.03284
DB5-hypotheticalMOF_5002063_1_1_0_12_13_7_repeat,16.38804
DB0-m3_o1500_o21_f0_fsc.sym.95_repeat,22.31704
DB0-m3_o114_o6_f0_fsc.sym.15_repeat,13.48102
DB0-m29_o84_o54_f0_pts.sym.1_repeat,27.19211
DB0-m2_o2_o21_f0_pcu.sym.77_repeat,41.28603
DB0-m3_o8_o23_f0_pcu.sym.131_repeat,54.14276
DB0-m3_o158_o151_f0_fsc.sym.9_repeat,31.95387
DB13-nbo-Syn026020_repeat,23.61395
DB0-m2_o15_o27_f0_nbo.sym.59_repeat,36.15564
DB1-Cu2N8-ADC_B-DPAC_B_No286_repeat,30.85778
DB0-m2_o28_o28_f0_pcu.sym.35_repeat,71.71975
DB1-Cu2O8N2-AZO_A-DPAC_A_No375_repeat,32.82732
DB0-m3_o105_o23_f0_fsc.sym.53_repeat,28.16457
DB0-m29_o99_o45_f0_pts.sym.123_repeat,26.94028
DB0-m3_o21_o25_f0_pcu.sym.115_repeat,47.2582
DB0-m2_o17_o20_f0_pcu.sym.13_repeat,37.82501
DB0-m2_o8_o22_f0_pcu.sym.116_repeat,27.92907
DB0-m3_o6_o27_f0_pcu.sym.72_repeat,39.38178
DB0-m2_o12_o28_f0_pcu.sym.74_repeat,19.06865
DB0-m2_o9_o17_f0_pcu.sym.90_repeat,17.94539
DB0-m3_o16_o19_f0_pcu.sym.5_repeat,30.96707
DB1-Cu2O8N2-irmof7_A-irmof8_A_No25_repeat,12.59045
DB0-m2_o4_o15_f0_nbo.sym.8_repeat,35.20841
DB0-m29_o89_o45_f0_pts.sym.60_repeat,23.99663
DB0-m2_o14_o20_f0_nbo.sym.87_repeat,47.24154
DB0-m3_o1_o12_f0_pcu.sym.1_repeat,29.3298
DB0-m3_o43_o14_f0_fsc.sym.6_repeat,16.31303
DB0-m29_o97_o1510_f0_pts.sym.19_repeat,36.61988
DB0-m3_o36_o36_f0_pts.sym.7_repeat,18.7485
DB0-m2_o23_o141_f0_fsc_repeat,20.75411
DB0-m2_o12_o26_f0_pcu.sym.44_repeat,13.54935
DB0-m3_o4_o19_f0_nbo.sym.27_repeat,51.69625
DB0-m3_o22_o23_f0_pcu.sym.71_repeat,13.57437
DB5-hypotheticalMOF_5043220_0_0_1_20_24_8_repeat,45.7086
DB0-m3_o14_o24_f0_nbo.sym.26_repeat,34.19486
DB1-Zn4O13-BDC_A-irmof20_A_No143_repeat,42.99618
DB0-m3_o8_o16_f0_pcu.sym.139_repeat,47.10889
DB0-m29_o91_o430_f0_pts.sym.13_repeat,33.96591
DB0-m3_o22_o29_f0_nbo.sym.52_repeat,49.23204
DB0-m9_o7_o17_f0_sra.sym.72_repeat,10.94555
DB0-m3_o20_o150_f0_fsc.sym.49_repeat,19.99293
DB0-m3_o6_o25_f0_nbo.sym.16_repeat,64.91185
DB1-Cu2N8-ADC_B-BDC_B_No845_repeat,21.7343
DB0-m2_o3_o8_f0_pcu.sym.1_repeat,72.3207
DB5-hypotheticalMOF_5021048_1_0_0_23_23_14_repeat,54.59316
DB0-m3_o141_o150_f0_fsc_repeat,14.08836
DB0-m3_o6_o17_f0_pcu.sym.50_repeat,35.57409
DB0-m3_o160_o1490_f0_fsc.sym.45_repeat,15.21585
DB0-m3_o3_o11_f0_nbo.sym.19_repeat,60.67078
DB0-m3_o19_o23_f0_nbo.sym.37_repeat,56.84974
DB0-m3_o8_o11_f0_pcu.sym.72_repeat,44.1457
DB0-m3_o24_o153_f0_fsc.sym.83_repeat,10.10973
DB0-m2_o11_o15_f0_pcu.sym.2_repeat,18.12701
DB0-m2_o4_o7_f0_nbo.sym.40_repeat,62.60793
DB0-m9_o19_o23_f0_sra.sym.43_repeat,14.60814
DB0-m3_o146_o23_f0_fsc.sym.116_repeat,26.9405
DB0-m2_o4_o11_f0_nbo.sym.45_repeat,41.65971
DB0-m9_o23_o23_f0_sra.sym.27_repeat,18.77053
DB5-hypotheticalMOF_5038524_1_0_1_15_17_0_repeat,56.17731
DB0-m3_o450_o158_f0_fsc.sym.108_repeat,15.93915
DB0-m29_o97_o149_f0_pts.sym.42_repeat,22.66333
DB0-m3_o11_o19_f0_nbo_repeat,78.07469
DB0-m29_o88_o149_f0_pts.sym.1_repeat,27.65149
DB0-m3_o14_o22_f0_nbo.sym.36_repeat,37.4612
DB0-m3_o4_o11_f0_nbo.sym.44_repeat,43.30823
DB0-m5_o6_o20_f0_bcu.sym.33_repeat,22.76327
DB0-m2_o6_o7_f0_nbo.sym.18_repeat,66.71221
DB1-Zn2O8-AZO_A-irmof8_A_No414_repeat,46.26709
DB0-m3_o6_o23_f0_pcu.sym.118_repeat,22.23527
DB0-m3_o15_o25_f0_nbo.sym.27_repeat,50.62051
DB0-m29_o93_o86_f0_pts.sym.10_repeat,22.14504
DB0-m9_o13_o25_f0_sra.sym.20_repeat,21.26347
DB0-m3_o14_o113_f0_fsc_repeat,9.829245
DB0-m3_o13_o470_f0_fsc.sym.36_repeat,8.71209
DB0-m2_o8_o25_f0_pcu.sym.47_repeat,48.5281
DB5-hypotheticalMOF_5077810_2_1_2_27_15_5_repeat,23.61905
DB15-kag_N123_E63_opt_repeat,24.76848
DB0-m2_o6_o20_f0_nbo.sym.142_repeat,48.75837
DB0-m29_o80_o52_f0_pts.sym.47_repeat,24.58878
DB1-Zn2O8N2-irmof20_A-irmof7_A_No248_repeat,23.05222
DB0-m3_o150_o14_f0_fsc.sym.81_repeat,10.61726
DB0-m3_o8_o16_f0_pcu.sym.39_repeat,32.2696
DB0-m2_o22_o28_f0_nbo.sym.75_repeat,52.39336
DB0-m29_o81_o147_f0_pts.sym.108_repeat,18.59068
DB0-m2_o8_o12_f0_pcu.sym.141_repeat,27.73621
DB0-m2_o6_o11_f0_pcu.sym.71_repeat,35.9294
DB0-m3_o160_o1490_f0_fsc.sym.47_repeat,12.71401
DB0-m9_o3_o28_f0_sra.sym.5_repeat,34.59374
DB0-m2_o9_o27_f0_pcu.sym.25_repeat,15.6886
DB0-m29_o80_o92_f0_pts.sym.16_repeat,29.00899
DB0-m29_o90_o99_f0_pts.sym.40_repeat,33.48023
DB0-m5_o6_o6_f0_bcu.sym.6_repeat,28.7984
DB0-m3_o7_o19_f0_nbo.sym.45_repeat,93.19068
DB0-m29_o99_o143_f0_pts.sym.45_repeat,35.10418
DB6-cuf_10241_repeat,45.39553
DB6-cuf_6420_repeat,27.43654
DB0-m2_o7_o23_f0_nbo.sym.119_repeat,54.84559
DB15-pcu_N108_E108_opt_repeat,18.37071
DB0-m29_o97_o42_f0_pts.sym.7_repeat,22.0962
DB0-m29_o92_o45_f0_pts.sym.22_repeat,24.07785
DB0-m3_o1_o14_f0_pcu.sym.24_repeat,13.73736
DB7-ddmof_388_repeat,45.37209
DB0-m3_o6_o25_f0_nbo.sym.8_repeat,73.40529
DB0-m3_o8_o16_f0_pcu.sym.10_repeat,45.92561
DB0-m3_o25_o470_f0_fsc.sym.39_repeat,14.47517
DB0-m3_o17_frl_repeat,74.86424
DB5-hypotheticalMOF_5039791_3_0_1_15_15_0_repeat,52.86404
DB5-hypotheticalMOF_5066610_1_0_2_8_25_7_repeat,37.79131
DB0-m3_o8_o15_f0_pcu.sym.98_repeat,34.02804
DB0-m2_o1_o4_f0_nbo.sym.147_repeat,31.35504
DB0-m3_o2_o14_f0_nbo.sym.33_repeat,66.87281
DB7-ddmof_4317_repeat,39.78831
DB0-m2_o3_o8_f0_pcu.sym.40_repeat,32.3168
DB0-m3_o14_o27_f0_pcu.sym.16_repeat,28.16459
DB0-m3_o15_o23_f0_pcu.sym.57_repeat,13.99313
DB0-m3_o160_o146_f0_fsc.sym.92_repeat,21.57546
DB0-m29_o97_o102_f0_pts.sym.19_repeat,24.91568
DB13-nbo-Syn020736_repeat,45.54895
DB0-m3_o16_o153_f0_fsc.sym.8_repeat,12.98557
DB0-m29_o97_o420_f0_pts.sym.61_repeat,27.72851
DB0-m3_o4_o27_f0_nbo.sym.142_repeat,76.39128
DB1-Cu2O8N2-DPAC_A-irmof14_A_No177_repeat,61.94453
DB0-m9_o11_o19_f0_sra.sym.46_repeat,13.97103
DB5-hypotheticalMOF_5000690_2_1_0_12_2_0_repeat,15.88974
DB0-m2_o8_o27_f0_pcu.sym.67_repeat,42.69336
DB0-m3_o96_o159_f0_fsc.sym.24_repeat,34.6556
DB5-hypotheticalMOF_5044759_1_1_1_3_21_4_repeat,15.86284
DB0-m2_o20_o28_f0_pcu.sym.59_repeat,52.9901
DB1-Cu2O8N2-DPAC_A-irmof20_A_No267_repeat,40.50731
DB0-m3_o153_o155_f0_fsc.sym.8_repeat,19.34891
DB1-Zn2O8N2-irmof14_A-irmof8_A_No21_repeat,38.80047
DB0-m2_o10_o21_f0_pcu.sym.41_repeat,8.749804
DB0-m2_o13_o25_f0_pcu.sym.103_repeat,28.33769
DB15-sxc_N65_E184_opt_repeat,11.209
DB0-m29_o83_o51_f0_pts.sym.70_repeat,23.42926
DB0-m3_o160_o500_f0_fsc.sym.9_repeat,17.67353
DB0-m29_o99_o45_f0_pts.sym.9_repeat,26.21211
DB0-m3_o11_o27_f0_nbo.sym.51_repeat,85.71567
DB5-hypotheticalMOF_36310_1_0_2_16_2_0_repeat,22.69432
DB0-m3_o18_o29_f0_pcu.sym.68_repeat,54.84952
DB0-m29_o90_o490_f0_pts.sym.108_repeat,28.36393
DB1-Cu2O8-irmof14_A-irmof20_A_No388_repeat,34.33563
DB0-m3_o2_o24_f0_pcu.sym.20_repeat,29.66462
DB0-m3_o8_o12_f0_pcu.sym.113_repeat,36.86909
DB0-m2_o20_bbl_repeat,78.38302
DB7-ddmof_19027_repeat,51.06943
DB0-m3_o9_o17_f0_nbo.sym.47_repeat,34.42326
DB0-m18_o23_o38_f0_fsc_repeat,29.88008
DB0-m3_o17_o1500_f0_fsc.sym.70_repeat,20.19473
DB0-m29_o90_o1530_f0_pts.sym.71_repeat,16.55852
DB0-m29_o81_o420_f0_pts.sym.2_repeat,30.47329
DB0-m3_o152_o155_f0_fsc.sym.59_repeat,10.60989
DB0-m29_o97_o450_f0_pts.sym.43_repeat,30.74523
DB5-hypotheticalMOF_5023469_2_0_0_27_21_8_repeat,67.80902
DB0-m2_o50_o148_f0_fsc_repeat,27.57927
DB0-m3_o2_o15_f0_pcu.sym.45_repeat,31.58406
DB0-m29_o90_o147_f0_pts.sym.22_repeat,26.06754
DB5-hypotheticalMOF_9210_1_0_0_13_2_9_repeat,37.48764
DB1-Cu2N8-AZO_B-DPAC_B_No728_repeat,29.66644
DB0-m2_o22_o24_f0_nbo.sym.5_repeat,35.73961
DB0-m29_o99_o1500_f0_pts.sym.68_repeat,43.16359
DB0-m3_o22_o143_f0_fsc.sym.13_repeat,6.822899
DB0-m2_o7_o24_f0_nbo.sym.31_repeat,28.66707
DB0-m3_o540_o158_f0_fsc.sym.3_repeat,26.25329
DB0-m3_o16_o470_f0_fsc.sym.26_repeat,8.88852
DB6-cuf_8292_repeat,50.22402
DB0-m3_o22_o27_f0_nbo.sym.139_repeat,57.00654
DB0-m3_o39_o40_f0_fof.sym.43_repeat,20.38214
DB5-hypotheticalMOF_5045733_3_0_1_3_18_7_repeat,42.71941
DB0-m29_o82_o100_f0_pts.sym.19_repeat,19.86828
DB0-m29_o85_o110_f0_pts.sym.36_repeat,22.92116
DB0-m2_o24_o25_f0_nbo.sym.55_repeat,50.50129
DB0-m3_o43_o14_f0_fsc.sym.9_repeat,12.76953
DB5-hypotheticalMOF_5010880_3_0_0_8_18_6_repeat,58.59194
DB0-m2_o3_o20_f0_nbo.sym.22_repeat,40.99885
DB0-m2_o17_o28_f0_nbo.sym.94_repeat,51.69543
DB0-m2_o6_o25_f0_pcu.sym.97_repeat,9.160416
DB0-m2_o2_o5_f0_nbo.sym.60_repeat,58.85499
DB0-m29_o89_o150_f0_pts.sym.35_repeat,23.00152
DB0-m29_o92_o550_f0_pts.sym.63_repeat,34.72925
DB0-m3_o152_o21_f0_fsc.sym.8_repeat,15.38487
DB0-m29_o84_o470_f0_pts.sym.104_repeat,17.87438
DB0-m3_o9_o20_f0_nbo.sym.147_repeat,38.23371
DB0-m3_o1_o23_f0_nbo.sym.50_repeat,46.19159
DB0-m3_o17_o23_f0_nbo.sym.19_repeat,50.88747
DB0-m3_o160_o146_f0_fsc.sym.63_repeat,15.67158
DB0-m2_o9_o15_f0_nbo.sym.1_repeat,23.21712
DB0-m3_o3_o27_f0_pcu.sym.74_repeat,61.23115
DB0-m3_o25_o540_f0_fsc.sym.36_repeat,32.65943
DB0-m3_o12_o17_f0_pcu.sym.19_repeat,26.59997
DB0-m3_o48_o156_f0_fsc.sym.13_repeat,14.86981
DB0-m2_o12_o21_f0_pcu.sym.10_repeat,28.44776
DB0-m3_o9_o20_f0_pcu.sym.3_repeat,21.51031
DB5-hypotheticalMOF_5053437_0_0_1_27_3_8_repeat,25.24561
DB0-m2_o6_o20_f0_nbo.sym.178_repeat,72.18794
DB0-m2_o11_o24_f0_nbo.sym.59_repeat,38.56999
DB0-m3_o8_o17_f0_pcu.sym.116_repeat,41.90267
DB0-m2_o14_o27_f0_pcu.sym.4_repeat,22.75885
DB0-m3_o14_o146_f0_fsc_repeat,13.77125
DB0-m2_o21_o27_f0_pcu.sym.25_repeat,53.69255
DB5-hypotheticalMOF_5039129_1_1_1_15_21_11_repeat,20.40414
DB6-cuf_8724_repeat,41.52942
DB6-cuf_1411_repeat,25.59637
DB0-m2_o18_o21_f0_pcu.sym.18_repeat,30.39572
DB0-m2_o22_o28_f0_nbo.sym.60_repeat,64.323
DB0-m29_o88_o143_f0_pts.sym.20_repeat,29.63926
DB0-m29_o91_o53_f0_pts.sym.56_repeat,21.60425
DB0-m9_o1_o17_f0_sra.sym.98_repeat,8.787668
DB0-m2_o6_o28_f0_pcu.sym.37_repeat,70.12029
DB0-m3_o430_o158_f0_fsc.sym.12_repeat,18.51055
DB0-m2_o2_o5_f0_pcu.sym.2_repeat,32.33811
DB6-cuf_10811_repeat,18.00101
DB0-m3_o90_o21_f0_fsc.sym.3_repeat,23.97476
DB0-m3_o3_o5_f0_nbo.sym.88_repeat,81.17773
DB0-m2_o15_o27_f0_nbo.sym.40_repeat,40.79275
DB0-m3_o1_o1500_f0_fsc.sym.23_repeat,14.94467
DB0-m3_o50_o22_f0_fsc.sym.4_repeat,7.240843
DB0-m3_o4_o22_f0_nbo.sym.10_repeat,30.3022
DB0-m29_o93_o150_f0_pts.sym.13_repeat,30.27815
DB0-m29_o85_o102_f0_pts.sym.77_repeat,18.08771
DB5-hypotheticalMOF_5060564_1_0_2_12_5_3_repeat,19.77181
DB0-m3_o1500_o13_f0_fsc.sym.16_repeat,15.8269
DB0-m3_o7_o23_f0_nbo.sym.25_repeat,56.8393
DB0-m3_o155_o45_f0_fsc.sym.22_repeat,14.18522
DB5-hypotheticalMOF_5011067_0_0_0_8_8_7_repeat,20.45889
DB1-Cu2O8-ADC_A-AZO_A_No1054_repeat,43.53878
DB0-m3_o6_o23_f0_nbo.sym.118_repeat,32.24912
DB0-m29_o81_o47_f0_pts.sym.44_repeat,19.79913
DB0-m3_o17_o1500_f0_fsc.sym.50_repeat,15.36129
DB1-Zn2O8N2-DPAC_A-irmof14_A_No168_repeat,61.88558
DB0-m3_o156_o47_f0_fsc.sym.8_repeat,13.89125
DB5-hypotheticalMOF_5023959_1_0_0_27_1_2_repeat,38.50623
DB1-Cu2O8N2-ADC_A-irmof7_A_No175_repeat,38.9527
DB0-m2_o15_o27_f0_nbo.sym.39_repeat,47.30555
DB0-m2_o11_o19_f0_pcu.sym.9_repeat,22.07057
DB0-m3_o24_o52_f0_fsc.sym.52_repeat,12.52892
DB6-cuf_5812_repeat,24.49697
DB5-hypotheticalMOF_33780_0_0_2_13_25_12_repeat,34.15325
DB0-m3_o21_o1510_f0_fsc.sym.30_repeat,22.63028
DB0-m3_o3_o11_f0_nbo.sym.20_repeat,69.25264
DB0-m3_o12_o19_f0_pcu.sym.74_repeat,31.83646
DB0-m2_o6_o17_f0_nbo.sym.24_repeat,26.7249
DB1-Cu2O8N2-ADC_A-irmof8_A_No656_repeat,33.3373
DB1-Cu2O8-AZO_A-irmof7_A_No134_repeat,13.37665
DB0-m3_o115_o155_f0_fsc.sym.27_repeat,33.24814
DB0-m3_o450_o15_f0_fsc.sym.1_repeat,12.34653
DB15-kag_N123_E186_opt_repeat,30.88049
DB6-cuf_1566_repeat,42.17875
DB0-m29_o90_o1490_f0_pts.sym.9_repeat,30.52196
DB0-m3_o88_o17_f0_fsc.sym.9_repeat,12.53764
DB0-m3_o18_o24_f0_pcu.sym.89_repeat,28.47293
DB0-m3_o24_o29_f0_pcu.sym.75_repeat,24.76261
DB0-m3_o83_o13_f0_fsc.sym.4_repeat,15.27035
DB0-m29_o82_o47_f0_pts.sym.8_repeat,18.90262
DB1-Zn2O8N2-irmof20_A-imdb_No1_repeat,31.91747
DB5-hypotheticalMOF_5072324_3_0_2_19_19_4_repeat,57.01877
DB0-m3_o160_o1500_f0_fsc.sym.62_repeat,21.16977
DB0-m29_o82_o46_f0_pts.sym.12_repeat,21.22704
DB6-cuf_10631_repeat,28.01391
DB0-m2_o22_o24_f0_nbo.sym.59_repeat,29.80073
DB0-m3_o25_o45_f0_fsc.sym.104_repeat,17.45987
DB0-m3_o17_o46_f0_fsc.sym.1_repeat,12.46341
DB0-m3_o7_o16_f0_pcu.sym.16_repeat,42.49513
DB0-m29_o80_o115_f0_pts.sym.42_repeat,36.89773
DB0-m3_o21_o45_f0_fsc.sym.19_repeat,23.41104
DB1-Cu2O8-ADC_A-irmof7_A_No1039_repeat,14.74048
DB0-m3_o22_o26_f0_pcu.sym.5_repeat,14.86794
DB0-m3_o14_o23_f0_nbo.sym.97_repeat,52.55511
DB13-hxg-Syn031846_repeat,17.44938
DB0-m29_o96_o1500_f0_pts.sym.29_repeat,47.36176
DB0-m29_o93_o47_f0_pts.sym.79_repeat,21.23958
DB0-m2_o13_o20_f0_pcu.sym.18_repeat,33.15992
DB0-m3_o480_o25_f0_fsc.sym.44_repeat,10.9406
DB7-ddmof_3458_repeat,20.39599
DB0-m29_o99_o172_f0_pts.sym.150_repeat,49.97269
DB0-m3_o13_o21_f0_pcu.sym.39_repeat,33.63144
DB0-m2_o3_o16_f0_pcu.sym.78_repeat,42.96081
DB5-hypotheticalMOF_5007719_2_1_0_15_0_5_repeat,7.619212
DB0-m2_o6_o13_f0_pcu.sym.133_repeat,19.96491
DB7-ddmof_16803_repeat,43.97487
DB0-m3_o1520_o22_f0_fsc.sym.8_repeat,11.91696
DB5-hypotheticalMOF_5018689_1_0_0_19_12_13_repeat,53.39808
DB0-m2_o4_o7_f0_nbo.sym.27_repeat,64.83447
DB0-m2_o13_o21_f0_pcu.sym.53_repeat,32.03641
DB0-m2_o3_o11_f0_pcu.sym.56_repeat,43.21756
DB0-m29_o97_o44_f0_pts.sym.18_repeat,23.92991
DB13-acs-Syn038022_repeat,24.466
DB0-m3_o10_o23_f0_pcu.sym.34_repeat,18.86522
DB0-m2_o19_o27_f0_nbo.sym.8_repeat,78.82583
DB5-hypotheticalMOF_5007549_2_1_0_15_11_7_repeat,20.01363
DB0-m3_o146_o6_f0_fsc.sym.126_repeat,10.86811
DB0-m3_o18_o28_f0_pcu.sym.30_repeat,53.0289
DB0-m2_o2_o22_f0_nbo.sym.82_repeat,33.4328
DB0-m29_o89_o450_f0_pts.sym.31_repeat,21.63572
DB0-m2_o7_o15_f0_pcu.sym.12_repeat,41.59647
DB5-hypotheticalMOF_5063104_2_0_2_18_16_5_repeat,52.3699
DB0-m3_o7_o19_f0_nbo.sym.120_repeat,92.20095
DB0-m9_o6_o7_f0_sra.sym.2_repeat,37.86097
DB0-m2_o24_o28_f0_pcu.sym.15_repeat,23.94303
DB7-ddmof_6948_repeat,32.23794
DB0-m3_o7_o23_f0_pcu.sym.69_repeat,54.9644
DB0-m3_o13_o29_f0_pcu.sym.35_repeat,35.68816
DB0-m29_o99_o430_f0_pts.sym.70_repeat,28.38867
DB0-m3_o16_o22_f0_pcu.sym.29_repeat,14.40724
DB0-m3_o14_o23_f0_nbo.sym.123_repeat,42.08019
DB0-m3_o3_o11_f0_pcu.sym.26_repeat,61.47747
DB0-m3_o25_o149_f0_fsc.sym.7_repeat,17.65979
DB0-m9_o6_o7_f0_sra.sym.25_repeat,26.29597
DB0-m3_o6_o17_f0_pcu.sym.105_repeat,17.11157
DB0-m29_o92_o85_f0_pts.sym.37_repeat,24.79758
DB0-m3_o7_o8_f0_pcu.sym.64_repeat,60.49552
DB0-m29_o82_o1470_f0_pts.sym.75_repeat,19.93392
DB0-m3_o155_o52_f0_fsc.sym.37_repeat,26.30249
DB0-m29_o96_o90_f0_pts.sym.67_repeat,41.13469
DB0-m29_o86_o143_f0_pts.sym.41_repeat,24.43936
DB0-m2_o19_o25_f0_nbo.sym.55_repeat,43.684
DB0-m3_o152_o21_f0_fsc.sym.39_repeat,14.73267
DB0-m2_o10_o18_f0_pcu.sym.29_repeat,11.46481
DB1-Cu2O8-irmof16_A-mof177_No602_repeat,47.61899
DB0-m29_o83_o86_f0_pts.sym.36_repeat,24.53938
DB0-m29_o83_o43_f0_pts.sym.7_repeat,30.89681
DB5-hypotheticalMOF_15154_1_1_0_16_5_0_repeat,8.044735
DB0-m29_o84_o117_f0_pts.sym.81_repeat,19.90457
DB0-m3_o24_o52_f0_fsc.sym.65_repeat,6.551925
DB0-m3_o3_o3_f0_pcu.sym.41_repeat,41.58647
DB5-hypotheticalMOF_1003085_0_0_3_22_11_10_repeat,13.40818
DB0-m9_o14_o24_f0_sra.sym.15_repeat,6.156262
DB0-m18_o22_o137_f0_fsc_repeat,9.906143
DB0-m3_o530_o155_f0_fsc.sym.60_repeat,25.90697
DB0-m2_o2_o17_f0_pcu.sym.79_repeat,33.23946
DB0-m29_o99_o102_f0_pts.sym.61_repeat,30.58246
DB6-cuf_8451_repeat,21.35435
DB0-m29_o83_o110_f0_pts.sym.18_repeat,26.60872
DB1-Zn2O8-ADC_A-fum_A_No37_repeat,24.15842
DB0-m29_o99_o420_f0_pts.sym.39_repeat,28.90644
DB0-m3_o5_o6_f0_nbo.sym.5_repeat,59.70012
DB0-m29_o88_o46_f0_pts.sym.98_repeat,22.13784
DB0-m2_o2_o22_f0_nbo.sym.70_repeat,49.26488
DB6-cuf_4907_repeat,25.91818
DB0-m2_o4_o15_f0_nbo.sym.124_repeat,31.77293
DB0-m3_o9_o22_f0_nbo.sym.93_repeat,27.20793
DB0-m5_o8_o26_f0_bcu.sym.37_repeat,35.64251
DB0-m3_o6_o9_f0_pcu.sym.96_repeat,19.84021
DB0-m3_o8_o19_f0_pcu.sym.80_repeat,34.06987
DB0-m2_o10_o20_f0_pcu.sym.24_repeat,13.72908
DB0-m29_o85_o47_f0_pts.sym.48_repeat,23.20602
DB0-m3_o50_o22_f0_fsc.sym.3_repeat,6.98813
DB6-cuf_9669_repeat,36.93142
DB1-Zn2O8-ADC_A-BDC_A_No1044_repeat,19.7387
DB0-m2_o1_o9_f0_nbo.sym.139_repeat,35.75771
DB0-m29_o90_o46_f0_pts.sym.82_repeat,22.70605
DB0-m2_o24_o25_f0_nbo.sym.85_repeat,39.38034
DB0-m3_o32_o32_pto.sym.179_repeat,68.4517
DB0-m2_o15_o18_f0_pcu.sym.3_repeat,13.3898
DB0-m3_o1480_o158_f0_fsc.sym.6_repeat,10.65248
DB5-hypotheticalMOF_17538_1_1_1_2_26_4_repeat,15.2665
DB0-m29_o80_o102_f0_pts.sym.59_repeat,20.50208
DB0-m2_o21_o28_f0_pcu.sym.15_repeat,41.99651
DB0-m3_o19_o23_f0_pcu.sym.29_repeat,36.99715
DB0-m3_o160_o1490_f0_fsc.sym.61_repeat,14.97773
DB0-m3_o152_o156_f0_fsc.sym.63_repeat,14.34368
DB0-m3_o19_o460_f0_fsc.sym.6_repeat,16.14536
DB0-m2_o25_o27_f0_pcu.sym.129_repeat,21.52122
DB12-OZUMAZ01_clean_repeat,14.6427
DB0-m2_o2_o14_f0_nbo.sym.58_repeat,51.85748
DB1-Cu2O8N2-DPAC_A-irmof20_A_No61_repeat,40.7111
DB0-m29_o90_o143_f0_pts.sym.66_repeat,25.84377
DB6-cuf_9469_repeat,41.119
DB0-m29_o90_o150_f0_pts.sym.39_repeat,32.92689
DB0-m2_o8_o17_f0_pcu.sym.137_repeat,48.12706
DB5-hypotheticalMOF_36544_1_0_2_16_25_12_repeat,35.65566
DB0-m2_o6_o22_f0_nbo.sym.72_repeat,60.59387
DB0-m29_o83_o51_f0_pts.sym.13_repeat,31.82733
